AS_ID	PREDICATE	OBJECT
auditioncertificate_bnf_arabe_3481_167r_n_1	context.work_title	كتاب المجالسة
auditioncertificate_bnf_arabe_3481_167r_n_1	edit.amended_by	None
auditioncertificate_bnf_arabe_3481_167r_n_1	edit.editor	Said Aljoumani
auditioncertificate_bnf_arabe_3481_167r_n_1	edit.status	wip
auditioncertificate_bnf_arabe_3481_167r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_bnf_arabe_3481_167r_n_1	object.catalog	None
auditioncertificate_bnf_arabe_3481_167r_n_1	object.classmark	Arabe 3481
auditioncertificate_bnf_arabe_3481_167r_n_1	object.folio_number	167r
auditioncertificate_bnf_arabe_3481_167r_n_1	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b110029593/f168.highres
auditioncertificate_bnf_arabe_3481_167r_n_1	object.library	BNF
auditioncertificate_bnf_arabe_3481_167r_n_1	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b110029593/f168.item.zoom
auditioncertificate_snl_3758_5_95r_n_2	characteristics.copy	False
auditioncertificate_snl_3758_5_95r_n_2	characteristics.type	qira
auditioncertificate_snl_3758_5_95r_n_2	context.author_name	ضياء الدين محمد بن عبد الواحد بن أحمد المقدسي
auditioncertificate_snl_3758_5_95r_n_2	context.author_viaf	None
auditioncertificate_snl_3758_5_95r_n_2	context.work_title	الأحاديث المختارة
auditioncertificate_snl_3758_5_95r_n_2	edit.amended_by	None
auditioncertificate_snl_3758_5_95r_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3758_5_95r_n_2	edit.status	wip
auditioncertificate_snl_3758_5_95r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3758_5_95r_n_2	object.catalog	FMMU 101
auditioncertificate_snl_3758_5_95r_n_2	object.classmark	3758/5
auditioncertificate_snl_3758_5_95r_n_2	object.folio_number	95r
auditioncertificate_snl_3758_5_95r_n_2	object.library	SNL
auditioncertificate_snl_3758_5_95r_n_2	object.manuscript_link	None
auditioncertificate_stabi_sprenger_290_41r_n_3	characteristics.copy	False
auditioncertificate_stabi_sprenger_290_41r_n_3	characteristics.type	qira
auditioncertificate_stabi_sprenger_290_41r_n_3	edit.amended_by	None
auditioncertificate_stabi_sprenger_290_41r_n_3	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_290_41r_n_3	edit.status	wip
auditioncertificate_stabi_sprenger_290_41r_n_3	object.audition_certificate_number	N. 3
auditioncertificate_stabi_sprenger_290_41r_n_3	object.classmark	Sprenger 290
auditioncertificate_stabi_sprenger_290_41r_n_3	object.folio_number	41r
auditioncertificate_stabi_sprenger_290_41r_n_3	object.image_link	
auditioncertificate_stabi_sprenger_290_41r_n_3	object.library	Stabi
auditioncertificate_stabi_sprenger_290_41r_n_3	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB00026E9100000111
auditioncertificate_snl_3755_12_171v_n_3	characteristics.copy	True
auditioncertificate_snl_3755_12_171v_n_3	characteristics.type	qira
auditioncertificate_snl_3755_12_171v_n_3	context.author_name	علي بن عمر بن محمد بن الحسن بن شاذان السكري
auditioncertificate_snl_3755_12_171v_n_3	context.author_viaf	None
auditioncertificate_snl_3755_12_171v_n_3	context.work_title	الفوائد المنتقاة عن الشيوخ العوالي
auditioncertificate_snl_3755_12_171v_n_3	edit.amended_by	None
auditioncertificate_snl_3755_12_171v_n_3	edit.editor	Said Aljoumani
auditioncertificate_snl_3755_12_171v_n_3	edit.status	wip
auditioncertificate_snl_3755_12_171v_n_3	object.audition_certificate_number	N. 3
auditioncertificate_snl_3755_12_171v_n_3	object.catalog	FMMU 86
auditioncertificate_snl_3755_12_171v_n_3	object.classmark	3755/12
auditioncertificate_snl_3755_12_171v_n_3	object.folio_number	171v
auditioncertificate_snl_3755_12_171v_n_3	object.image_link	
auditioncertificate_snl_3755_12_171v_n_3	object.library	SNL
auditioncertificate_snl_3755_12_171v_n_3	object.manuscript_link	None
auditioncertificate_snl_3760_11_128v_n_6	characteristics.copy	True
auditioncertificate_snl_3760_11_128v_n_6	characteristics.note	
auditioncertificate_snl_3760_11_128v_n_6	characteristics.type	qira
auditioncertificate_snl_3760_11_128v_n_6	context.author_name	الحسين بن إسماعيل المحاملي
auditioncertificate_snl_3760_11_128v_n_6	context.author_viaf	None
auditioncertificate_snl_3760_11_128v_n_6	context.work_title	أمالي المحاملي  
auditioncertificate_snl_3760_11_128v_n_6	edit.amended_by	None
auditioncertificate_snl_3760_11_128v_n_6	edit.editor	Said Aljoumani
auditioncertificate_snl_3760_11_128v_n_6	edit.status	wip
auditioncertificate_snl_3760_11_128v_n_6	object.audition_certificate_number	N.6
auditioncertificate_snl_3760_11_128v_n_6	object.catalog	FMMU 113
auditioncertificate_snl_3760_11_128v_n_6	object.classmark	3760/11
auditioncertificate_snl_3760_11_128v_n_6	object.folio_number	128v
auditioncertificate_snl_3760_11_128v_n_6	object.library	SNL
auditioncertificate_snl_3760_11_128v_n_6	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	characteristics.copy	False
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	characteristics.type	qira
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	edit.amended_by	None
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	edit.editor	Said Aljoumani
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	edit.status	wip
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.classmark	Ms. orient. A 1775
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.folio_number	111v
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.image_link	
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.library	Gotha
auditioncertificate_gotha_ms_orient_a_1775_111v_n_1	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_984_133v_n_1	characteristics.copy	True
auditioncertificate_bnf_suppl_turc_984_133v_n_1	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_984_133v_n_1	context.author_name	محمد بن عبد الله الأنصاري وأبي محمد بن ماسي
auditioncertificate_bnf_suppl_turc_984_133v_n_1	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_984_133v_n_1	context.work_title	جزء منتقا من الأحاديث 
auditioncertificate_bnf_suppl_turc_984_133v_n_1	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_984_133v_n_1	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_984_133v_n_1	edit.status	wip
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.catalog	None
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.classmark	Suppl Turc 984
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.folio_number	133v
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082841z/f137.highres
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.library	BNF
auditioncertificate_bnf_suppl_turc_984_133v_n_1	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082841z/f137.item.r=%22turc%20984%22.zoom
auditioncertificate_snl_3753_6_62v_n_5	characteristics.copy	True
auditioncertificate_snl_3753_6_62v_n_5	characteristics.type	qira
auditioncertificate_snl_3753_6_62v_n_5	context.author_name	القاسم بن المفضل بن أحمد الثقفي الأصبهاني
auditioncertificate_snl_3753_6_62v_n_5	context.author_viaf	None
auditioncertificate_snl_3753_6_62v_n_5	context.work_title	الفوائد العوالي المنتقاة
auditioncertificate_snl_3753_6_62v_n_5	edit.amended_by	None
auditioncertificate_snl_3753_6_62v_n_5	edit.editor	Said Aljoumani
auditioncertificate_snl_3753_6_62v_n_5	edit.status	wip
auditioncertificate_snl_3753_6_62v_n_5	object.audition_certificate_number	N. 5
auditioncertificate_snl_3753_6_62v_n_5	object.catalog	FMMU 72
auditioncertificate_snl_3753_6_62v_n_5	object.classmark	3753/6
auditioncertificate_snl_3753_6_62v_n_5	object.folio_number	62v
auditioncertificate_snl_3753_6_62v_n_5	object.image_link	
auditioncertificate_snl_3753_6_62v_n_5	object.library	SNL
auditioncertificate_snl_3753_6_62v_n_5	object.manuscript_link	None
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	characteristics.copy	True
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	characteristics.type	qira
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	edit.amended_by	None
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	edit.status	wip
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.classmark	Ms. or. oct 3810
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.folio_number	2v
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.image_link	
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.library	Stabi
auditioncertificate_stabi_ms_or_oct_3810_2v_n_2	object.manuscript_link	None
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	characteristics.copy	False
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	characteristics.type	sama
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	edit.amended_by	None
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	edit.status	wip
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.classmark	Ms. Or. Quart 125
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.folio_number	66v
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.image_link	
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.library	Stabi
auditioncertificate_stabi_ms_or_quart_125_66v_n_2	object.manuscript_link	resolver.staatsbibliothek-berlin.de/SBB00000BEF00000134
auditioncertificate_bnf_suppl_turc_983_52r_n_3	characteristics.copy	True
auditioncertificate_bnf_suppl_turc_983_52r_n_3	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_983_52r_n_3	context.author_name	أبو محمد حرب بن اسماعيل بن خلف الكرماني الحنبلي
auditioncertificate_bnf_suppl_turc_983_52r_n_3	context.author_viaf	http://viaf.org/viaf/78553892
auditioncertificate_bnf_suppl_turc_983_52r_n_3	context.work_title	أحاديث أبي محمد حرب بن إسماعيل الكرماني
auditioncertificate_bnf_suppl_turc_983_52r_n_3	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_983_52r_n_3	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_983_52r_n_3	edit.status	wip
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.audition_certificate_number	N. 3
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.catalog	None
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.classmark	Suppl Turc 983
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.folio_number	52r
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.image_link	
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.library	BNF
auditioncertificate_bnf_suppl_turc_983_52r_n_3	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f55.item.r=%22turc%20983%22.zoom
auditioncertificate_stabi_sprenger_96b_78v_n_1	characteristics.copy	False
auditioncertificate_stabi_sprenger_96b_78v_n_1	characteristics.type	qira
auditioncertificate_stabi_sprenger_96b_78v_n_1	context.author_name	None
auditioncertificate_stabi_sprenger_96b_78v_n_1	context.author_viaf	None
auditioncertificate_stabi_sprenger_96b_78v_n_1	context.work_title	None
auditioncertificate_stabi_sprenger_96b_78v_n_1	edit.amended_by	None
auditioncertificate_stabi_sprenger_96b_78v_n_1	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_96b_78v_n_1	edit.status	wip
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.catalog	None
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.classmark	Sprenger 96b
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.folio_number	78v
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.library	Stabi
auditioncertificate_stabi_sprenger_96b_78v_n_1	object.manuscript_link	None
auditioncertificate_snl_3759_8_109v_n_2	characteristics.copy	False
auditioncertificate_snl_3759_8_109v_n_2	characteristics.type	qira
auditioncertificate_snl_3759_8_109v_n_2	context.author_name	الحسن بن عرفة بن يزيد العبدي البغدادي
auditioncertificate_snl_3759_8_109v_n_2	context.author_viaf	None
auditioncertificate_snl_3759_8_109v_n_2	context.work_title	حديث الحسن بن عرفة
auditioncertificate_snl_3759_8_109v_n_2	edit.amended_by	None
auditioncertificate_snl_3759_8_109v_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3759_8_109v_n_2	edit.status	wip
auditioncertificate_snl_3759_8_109v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3759_8_109v_n_2	object.catalog	FMMU 107
auditioncertificate_snl_3759_8_109v_n_2	object.classmark	3759/8
auditioncertificate_snl_3759_8_109v_n_2	object.folio_number	109v
auditioncertificate_snl_3759_8_109v_n_2	object.library	SNL
auditioncertificate_snl_3759_8_109v_n_2	object.manuscript_link	None
auditioncertificate_stabi_sprenger_290_79r	characteristics.copy	False
auditioncertificate_stabi_sprenger_290_79r	characteristics.type	qira
auditioncertificate_stabi_sprenger_290_79r	edit.amended_by	None
auditioncertificate_stabi_sprenger_290_79r	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_290_79r	edit.status	wip
auditioncertificate_stabi_sprenger_290_79r	object.audition_certificate_number	
auditioncertificate_stabi_sprenger_290_79r	object.classmark	Sprenger 290
auditioncertificate_stabi_sprenger_290_79r	object.folio_number	79r
auditioncertificate_stabi_sprenger_290_79r	object.image_link	
auditioncertificate_stabi_sprenger_290_79r	object.library	Stabi
auditioncertificate_stabi_sprenger_290_79r	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB00026E9100000211
auditioncertificate_snl_3754_1_21r_n_1	characteristics.copy	False
auditioncertificate_snl_3754_1_21r_n_1	characteristics.type	sama
auditioncertificate_snl_3754_1_21r_n_1	context.author_name	محمد بن يوسف بن محمد البرزالي
auditioncertificate_snl_3754_1_21r_n_1	context.author_viaf	None
auditioncertificate_snl_3754_1_21r_n_1	context.work_title	سلوك طريق السلف
auditioncertificate_snl_3754_1_21r_n_1	edit.amended_by	None
auditioncertificate_snl_3754_1_21r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3754_1_21r_n_1	edit.status	wip
auditioncertificate_snl_3754_1_21r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3754_1_21r_n_1	object.catalog	FMMU 75
auditioncertificate_snl_3754_1_21r_n_1	object.classmark	3754/1
auditioncertificate_snl_3754_1_21r_n_1	object.folio_number	21r
auditioncertificate_snl_3754_1_21r_n_1	object.image_link	
auditioncertificate_snl_3754_1_21r_n_1	object.library	SNL
auditioncertificate_snl_3754_1_21r_n_1	object.manuscript_link	None
auditioncertificate_snl_3757_10_181r_n_1	characteristics.copy	False
auditioncertificate_snl_3757_10_181r_n_1	characteristics.type	qira
auditioncertificate_snl_3757_10_181r_n_1	context.author_name	آدم بن أبي إياس العسقلاني
auditioncertificate_snl_3757_10_181r_n_1	context.author_viaf	None
auditioncertificate_snl_3757_10_181r_n_1	context.work_title	حديث آدم بن أبي إياس العسقلاني
auditioncertificate_snl_3757_10_181r_n_1	edit.amended_by	None
auditioncertificate_snl_3757_10_181r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_10_181r_n_1	edit.status	wip
auditioncertificate_snl_3757_10_181r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3757_10_181r_n_1	object.catalog	FMMU 97
auditioncertificate_snl_3757_10_181r_n_1	object.classmark	3757/10
auditioncertificate_snl_3757_10_181r_n_1	object.folio_number	181r
auditioncertificate_snl_3757_10_181r_n_1	object.library	SNL
auditioncertificate_snl_3757_10_181r_n_1	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	characteristics.copy	False
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	characteristics.type	qira
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	edit.amended_by	None
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	edit.editor	Said Aljoumani
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	edit.status	wip
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.classmark	Ms. orient. A 604
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.folio_number	43v
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.image_link	
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.library	Gotha
auditioncertificate_gotha_ms_orient_a_604_43v_n_2	object.manuscript_link	None
auditioncertificate_snl_3757_6_100r_n_5	characteristics.copy	False
auditioncertificate_snl_3757_6_100r_n_5	characteristics.type	qira
auditioncertificate_snl_3757_6_100r_n_5	context.author_name	None
auditioncertificate_snl_3757_6_100r_n_5	context.author_viaf	None
auditioncertificate_snl_3757_6_100r_n_5	context.work_title	None
auditioncertificate_snl_3757_6_100r_n_5	edit.amended_by	None
auditioncertificate_snl_3757_6_100r_n_5	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_6_100r_n_5	edit.status	wip
auditioncertificate_snl_3757_6_100r_n_5	object.audition_certificate_number	N. 5
auditioncertificate_snl_3757_6_100r_n_5	object.catalog	FMMU 95
auditioncertificate_snl_3757_6_100r_n_5	object.classmark	3757/6
auditioncertificate_snl_3757_6_100r_n_5	object.folio_number	100r
auditioncertificate_snl_3757_6_100r_n_5	object.library	SNL
auditioncertificate_snl_3757_6_100r_n_5	object.manuscript_link	None
auditioncertificate_snl_3744_14_130v_n_4	characteristics.copy	False
auditioncertificate_snl_3744_14_130v_n_4	characteristics.type	sama
auditioncertificate_snl_3744_14_130v_n_4	context.author_name	من أمالي ثعلب
auditioncertificate_snl_3744_14_130v_n_4	context.author_viaf	None
auditioncertificate_snl_3744_14_130v_n_4	context.work_title	أحمد بن يحيى ثعلب
auditioncertificate_snl_3744_14_130v_n_4	edit.amended_by	None
auditioncertificate_snl_3744_14_130v_n_4	edit.editor	Said Aljoumani
auditioncertificate_snl_3744_14_130v_n_4	edit.status	wip
auditioncertificate_snl_3744_14_130v_n_4	object.audition_certificate_number	N. 4
auditioncertificate_snl_3744_14_130v_n_4	object.catalog	FMMU 37 فُهرست خطأ
auditioncertificate_snl_3744_14_130v_n_4	object.classmark	3744/14
auditioncertificate_snl_3744_14_130v_n_4	object.folio_number	130v
auditioncertificate_snl_3744_14_130v_n_4	object.image_link	
auditioncertificate_snl_3744_14_130v_n_4	object.library	SNL
auditioncertificate_snl_3744_14_130v_n_4	object.manuscript_link	None
auditioncertificate_snl_3755_12_172v_n_1	characteristics.copy	True
auditioncertificate_snl_3755_12_172v_n_1	characteristics.type	qira
auditioncertificate_snl_3755_12_172v_n_1	context.author_name	علي بن عمر بن محمد بن الحسن بن شاذان السكري
auditioncertificate_snl_3755_12_172v_n_1	context.author_viaf	None
auditioncertificate_snl_3755_12_172v_n_1	context.work_title	الفوائد المنتقاة عن الشيوخ العوالي
auditioncertificate_snl_3755_12_172v_n_1	edit.amended_by	None
auditioncertificate_snl_3755_12_172v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3755_12_172v_n_1	edit.status	wip
auditioncertificate_snl_3755_12_172v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3755_12_172v_n_1	object.catalog	FMMU 86
auditioncertificate_snl_3755_12_172v_n_1	object.classmark	3755/12
auditioncertificate_snl_3755_12_172v_n_1	object.folio_number	172v
auditioncertificate_snl_3755_12_172v_n_1	object.image_link	
auditioncertificate_snl_3755_12_172v_n_1	object.library	SNL
auditioncertificate_snl_3755_12_172v_n_1	object.manuscript_link	None
auditioncertificate_snl_3761_1_6r_n_5	characteristics.copy	False
auditioncertificate_snl_3761_1_6r_n_5	characteristics.type	qira
auditioncertificate_snl_3761_1_6r_n_5	context.author_name	أبو بكر محمد بن محمد بن جعفر الأنباري
auditioncertificate_snl_3761_1_6r_n_5	context.author_viaf	None
auditioncertificate_snl_3761_1_6r_n_5	context.work_title	حديث أبي بكر الأنباري
auditioncertificate_snl_3761_1_6r_n_5	edit.amended_by	None
auditioncertificate_snl_3761_1_6r_n_5	edit.editor	Said Aljoumani
auditioncertificate_snl_3761_1_6r_n_5	edit.status	wip
auditioncertificate_snl_3761_1_6r_n_5	object.audition_certificate_number	N. 5
auditioncertificate_snl_3761_1_6r_n_5	object.catalog	FMMU 116
auditioncertificate_snl_3761_1_6r_n_5	object.classmark	3761/1
auditioncertificate_snl_3761_1_6r_n_5	object.folio_number	6r
auditioncertificate_snl_3761_1_6r_n_5	object.library	SNL
auditioncertificate_snl_3761_1_6r_n_5	object.manuscript_link	None
auditioncertificate_snl_3761_6_63v_n_1	characteristics.copy	True
auditioncertificate_snl_3761_6_63v_n_1	characteristics.type	qira
auditioncertificate_snl_3761_6_63v_n_1	context.author_name	أبو الهيثم خالد بن مرداس السراج
auditioncertificate_snl_3761_6_63v_n_1	context.author_viaf	None
auditioncertificate_snl_3761_6_63v_n_1	context.work_title	حديث خالد السراج
auditioncertificate_snl_3761_6_63v_n_1	edit.amended_by	None
auditioncertificate_snl_3761_6_63v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3761_6_63v_n_1	edit.status	wip
auditioncertificate_snl_3761_6_63v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3761_6_63v_n_1	object.catalog	FMMU 118
auditioncertificate_snl_3761_6_63v_n_1	object.classmark	3761/6
auditioncertificate_snl_3761_6_63v_n_1	object.folio_number	63v
auditioncertificate_snl_3761_6_63v_n_1	object.library	SNL
auditioncertificate_snl_3761_6_63v_n_1	object.manuscript_link	None
auditioncertificate_snl_3739_3_27r	characteristics.copy	False
auditioncertificate_snl_3739_3_27r	characteristics.type	qira
auditioncertificate_snl_3739_3_27r	context.author_name	محمد بن الحسين بن محمد بن الفراء
auditioncertificate_snl_3739_3_27r	context.author_viaf	None
auditioncertificate_snl_3739_3_27r	context.work_title	أمالي الفراء
auditioncertificate_snl_3739_3_27r	edit.amended_by	None
auditioncertificate_snl_3739_3_27r	edit.editor	Said Aljoumani
auditioncertificate_snl_3739_3_27r	edit.status	wip
auditioncertificate_snl_3739_3_27r	object.catalog	FMMU 17/18
auditioncertificate_snl_3739_3_27r	object.classmark	3739/3
auditioncertificate_snl_3739_3_27r	object.folio_number	27r
auditioncertificate_snl_3739_3_27r	object.library	SNL
auditioncertificate_snl_3739_3_27r	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_986_133r_n_1	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_986_133r_n_1	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_986_133r_n_1	context.author_name	أبو محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_133r_n_1	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_986_133r_n_1	context.work_title	جزء فيه من حديث أبي محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_133r_n_1	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_986_133r_n_1	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_986_133r_n_1	edit.status	wip
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.catalog	None
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.classmark	Suppl Turc 986
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.folio_number	133r
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f137.highres
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.library	BNF
auditioncertificate_bnf_suppl_turc_986_133r_n_1	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f137.item.r=turc%20986.zoom
auditioncertificate_snl_3755_12_171r	characteristics.copy	True
auditioncertificate_snl_3755_12_171r	characteristics.type	qira
auditioncertificate_snl_3755_12_171r	context.author_name	علي بن عمر بن محمد بن الحسن بن شاذان السكري
auditioncertificate_snl_3755_12_171r	context.author_viaf	None
auditioncertificate_snl_3755_12_171r	context.work_title	الفوائد المنتقاة عن الشيوخ العوالي
auditioncertificate_snl_3755_12_171r	edit.amended_by	None
auditioncertificate_snl_3755_12_171r	edit.editor	Said Aljoumani
auditioncertificate_snl_3755_12_171r	edit.status	wip
auditioncertificate_snl_3755_12_171r	object.audition_certificate_number	
auditioncertificate_snl_3755_12_171r	object.catalog	FMMU 86
auditioncertificate_snl_3755_12_171r	object.classmark	3755/12
auditioncertificate_snl_3755_12_171r	object.folio_number	171r
auditioncertificate_snl_3755_12_171r	object.image_link	
auditioncertificate_snl_3755_12_171r	object.library	SNL
auditioncertificate_snl_3755_12_171r	object.manuscript_link	None
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	characteristics.copy	False
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	characteristics.type	qira
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	edit.amended_by	None
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	edit.status	wip
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.classmark	Ms. Or. Oct 3574
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.folio_number	57v
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.image_link	
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.library	Stabi
auditioncertificate_stabi_ms_or_oct_3574_57v_n_2	object.manuscript_link	None
auditioncertificate_stabi_sprenger_290_205v_n_2	characteristics.copy	False
auditioncertificate_stabi_sprenger_290_205v_n_2	characteristics.type	qira
auditioncertificate_stabi_sprenger_290_205v_n_2	edit.amended_by	None
auditioncertificate_stabi_sprenger_290_205v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_290_205v_n_2	edit.status	wip
auditioncertificate_stabi_sprenger_290_205v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_sprenger_290_205v_n_2	object.classmark	Sprenger 290
auditioncertificate_stabi_sprenger_290_205v_n_2	object.folio_number	205v
auditioncertificate_stabi_sprenger_290_205v_n_2	object.image_link	
auditioncertificate_stabi_sprenger_290_205v_n_2	object.library	Stabi
auditioncertificate_stabi_sprenger_290_205v_n_2	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB00026E9100000546
auditioncertificate_snl_3747_4_55v_n_3	characteristics.copy	True
auditioncertificate_snl_3747_4_55v_n_3	characteristics.type	qira
auditioncertificate_snl_3747_4_55v_n_3	context.author_name	أحمد بن محمد بن أحمد السلفي
auditioncertificate_snl_3747_4_55v_n_3	context.author_viaf	None
auditioncertificate_snl_3747_4_55v_n_3	context.work_title	المشيخة البغدادية
auditioncertificate_snl_3747_4_55v_n_3	edit.amended_by	None
