AS_ID	PREDICATE	OBJECT
auditioncertificate_snl_3741_3_44v_n_5	edit.status	wip
auditioncertificate_snl_3741_3_44v_n_5	object.audition_certificate_number	N. 5
auditioncertificate_snl_3741_3_44v_n_5	object.catalog	FMMU 26/27
auditioncertificate_snl_3741_3_44v_n_5	object.classmark	3741/3
auditioncertificate_snl_3741_3_44v_n_5	object.folio_number	44v
auditioncertificate_snl_3741_3_44v_n_5	object.image_link	
auditioncertificate_snl_3741_3_44v_n_5	object.library	SNL
auditioncertificate_snl_3741_3_44v_n_5	object.manuscript_link	
auditioncertificate_snl_3759_9_124r_n_1	characteristics.copy	False
auditioncertificate_snl_3759_9_124r_n_1	characteristics.type	qira
auditioncertificate_snl_3759_9_124r_n_1	context.author_name	سريج بن يونس بن إبراهيم بن شعيب البلخي البغدادي
auditioncertificate_snl_3759_9_124r_n_1	context.author_viaf	None
auditioncertificate_snl_3759_9_124r_n_1	context.work_title	كتاب القضاء
auditioncertificate_snl_3759_9_124r_n_1	edit.amended_by	None
auditioncertificate_snl_3759_9_124r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3759_9_124r_n_1	edit.status	wip
auditioncertificate_snl_3759_9_124r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3759_9_124r_n_1	object.catalog	FMMU 107
auditioncertificate_snl_3759_9_124r_n_1	object.classmark	3759/9
auditioncertificate_snl_3759_9_124r_n_1	object.folio_number	124r
auditioncertificate_snl_3759_9_124r_n_1	object.library	SNL
auditioncertificate_snl_3759_9_124r_n_1	object.manuscript_link	None
auditioncertificate_snl_3754_1_23v_n_3	characteristics.copy	False
auditioncertificate_snl_3754_1_23v_n_3	characteristics.type	qira
auditioncertificate_snl_3754_1_23v_n_3	context.author_name	محمد بن يوسف بن محمد البرزالي
auditioncertificate_snl_3754_1_23v_n_3	context.author_viaf	None
auditioncertificate_snl_3754_1_23v_n_3	context.work_title	سلوك طريق السلف
auditioncertificate_snl_3754_1_23v_n_3	edit.amended_by	None
auditioncertificate_snl_3754_1_23v_n_3	edit.editor	Said Aljoumani
auditioncertificate_snl_3754_1_23v_n_3	edit.status	wip
auditioncertificate_snl_3754_1_23v_n_3	object.audition_certificate_number	N. 3
auditioncertificate_snl_3754_1_23v_n_3	object.catalog	FMMU 75
auditioncertificate_snl_3754_1_23v_n_3	object.classmark	3754/1
auditioncertificate_snl_3754_1_23v_n_3	object.folio_number	23v
auditioncertificate_snl_3754_1_23v_n_3	object.image_link	
auditioncertificate_snl_3754_1_23v_n_3	object.library	SNL
auditioncertificate_snl_3754_1_23v_n_3	object.manuscript_link	None
auditioncertificate_snl_3739_12_103r_n_2	characteristics.copy	False
auditioncertificate_snl_3739_12_103r_n_2	characteristics.type	qira
auditioncertificate_snl_3739_12_103r_n_2	context.author_name	إسماعيل بن أحمد السمرقندي
auditioncertificate_snl_3739_12_103r_n_2	context.author_viaf	None
auditioncertificate_snl_3739_12_103r_n_2	context.work_title	المسلسل الأول
auditioncertificate_snl_3739_12_103r_n_2	edit.amended_by	None
auditioncertificate_snl_3739_12_103r_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3739_12_103r_n_2	edit.status	wip
auditioncertificate_snl_3739_12_103r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3739_12_103r_n_2	object.catalog	FMMU 20
auditioncertificate_snl_3739_12_103r_n_2	object.classmark	3739/12
auditioncertificate_snl_3739_12_103r_n_2	object.folio_number	103r
auditioncertificate_snl_3739_12_103r_n_2	object.image_link	
auditioncertificate_snl_3739_12_103r_n_2	object.library	SNL
auditioncertificate_snl_3739_12_103r_n_2	object.manuscript_link	None
auditioncertificate_snl_3740_3_54v_n_1	characteristics.copy	False
auditioncertificate_snl_3740_3_54v_n_1	characteristics.type	qira
auditioncertificate_snl_3740_3_54v_n_1	context.author_name	عبد الرزاق بن همام بن نافع الصنعاني
auditioncertificate_snl_3740_3_54v_n_1	context.author_viaf	None
auditioncertificate_snl_3740_3_54v_n_1	context.work_title	أمالي الصنعاني
auditioncertificate_snl_3740_3_54v_n_1	edit.amended_by	None
auditioncertificate_snl_3740_3_54v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3740_3_54v_n_1	edit.status	wip
auditioncertificate_snl_3740_3_54v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3740_3_54v_n_1	object.catalog	FMMU 22
auditioncertificate_snl_3740_3_54v_n_1	object.classmark	3740/3
auditioncertificate_snl_3740_3_54v_n_1	object.folio_number	54v
auditioncertificate_snl_3740_3_54v_n_1	object.library	SNL
auditioncertificate_snl_3740_3_54v_n_1	object.manuscript_link	None
auditioncertificate_snl_3747_6_95v_n_1	characteristics.copy	False
auditioncertificate_snl_3747_6_95v_n_1	characteristics.type	qira
auditioncertificate_snl_3747_6_95v_n_1	context.author_name	إسماعيل بن أحمد بن عمر السمرقندي
auditioncertificate_snl_3747_6_95v_n_1	context.author_viaf	None
auditioncertificate_snl_3747_6_95v_n_1	context.work_title	ما قرب سنده من حديث أبي القاسم السمرقندي
auditioncertificate_snl_3747_6_95v_n_1	edit.amended_by	None
auditioncertificate_snl_3747_6_95v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3747_6_95v_n_1	edit.status	wip
auditioncertificate_snl_3747_6_95v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3747_6_95v_n_1	object.catalog	FMMU 49
auditioncertificate_snl_3747_6_95v_n_1	object.classmark	3747/6
auditioncertificate_snl_3747_6_95v_n_1	object.folio_number	 95v
auditioncertificate_snl_3747_6_95v_n_1	object.image_link	
auditioncertificate_snl_3747_6_95v_n_1	object.library	SNL
auditioncertificate_snl_3747_6_95v_n_1	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_983_125r_n_2	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_983_125r_n_2	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_983_125r_n_2	context.author_name	محمد بن عبد الواحد
auditioncertificate_bnf_suppl_turc_983_125r_n_2	context.author_viaf	http://viaf.org/viaf/90055441
auditioncertificate_bnf_suppl_turc_983_125r_n_2	context.work_title	جزء من الموافقات في مشايخ أبي داود والترمذي
auditioncertificate_bnf_suppl_turc_983_125r_n_2	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_983_125r_n_2	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_983_125r_n_2	edit.status	wip
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.catalog	None
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.classmark	Suppl Turc 983
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.folio_number	125r
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f128.highres
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.library	BNF
auditioncertificate_bnf_suppl_turc_983_125r_n_2	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f128.item.r=%22turc%20983%22.zoom
auditioncertificate_snl_3754_8_68r_n_1	characteristics.copy	False
auditioncertificate_snl_3754_8_68r_n_1	characteristics.type	qira
auditioncertificate_snl_3754_8_68r_n_1	context.author_name	محمد بن أحمد بن إسماعيل ابن سمعون الواعظ
auditioncertificate_snl_3754_8_68r_n_1	context.author_viaf	None
auditioncertificate_snl_3754_8_68r_n_1	context.work_title	أمالي ابن سمعون الواعظ
auditioncertificate_snl_3754_8_68r_n_1	edit.amended_by	None
auditioncertificate_snl_3754_8_68r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3754_8_68r_n_1	edit.status	wip
auditioncertificate_snl_3754_8_68r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3754_8_68r_n_1	object.catalog	FMMU 76
auditioncertificate_snl_3754_8_68r_n_1	object.classmark	3754/8 في الفهرس الرسالة السابعة
auditioncertificate_snl_3754_8_68r_n_1	object.folio_number	68r
auditioncertificate_snl_3754_8_68r_n_1	object.image_link	
auditioncertificate_snl_3754_8_68r_n_1	object.library	SNL
auditioncertificate_snl_3754_8_68r_n_1	object.manuscript_link	None
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	characteristics.copy	False
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	characteristics.type	qira
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	edit.amended_by	None
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	edit.editor	Said Aljoumani
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	edit.status	wip
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.classmark	Ms. Or. Oct. 3196
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.folio_number	53v
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.image_link	
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.library	Stabi
auditioncertificate_stabi_ms_or_oct_3196_53v_n_1	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB000006EB00000110
auditioncertificate_bnf_suppl_turc_986_56v_n_3	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_986_56v_n_3	characteristics.type	sama
auditioncertificate_bnf_suppl_turc_986_56v_n_3	context.author_name	ضياء الدين محمد بن عبد الواحد بن أحمد المقدسي
auditioncertificate_bnf_suppl_turc_986_56v_n_3	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_986_56v_n_3	context.work_title	الثالث من الفوائد الحافظ ضياء الدين
auditioncertificate_bnf_suppl_turc_986_56v_n_3	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_986_56v_n_3	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_986_56v_n_3	edit.status	wip
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.audition_certificate_number	N. 3
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.catalog	None
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.classmark	Suppl Turc 986
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.folio_number	56v
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f60.highres
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.library	BNF
auditioncertificate_bnf_suppl_turc_986_56v_n_3	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f60.item.r=turc%20986.zoom
auditioncertificate_snl_3747_11_144v	characteristics.copy	False
auditioncertificate_snl_3747_11_144v	characteristics.type	qira
auditioncertificate_snl_3747_11_144v	context.author_name	الحافظ المقدسي 
auditioncertificate_snl_3747_11_144v	context.author_viaf	None
auditioncertificate_snl_3747_11_144v	context.work_title	قصيدة في تارك الصلاة
auditioncertificate_snl_3747_11_144v	edit.amended_by	None
auditioncertificate_snl_3747_11_144v	edit.editor	Said Aljoumani
auditioncertificate_snl_3747_11_144v	edit.status	wip
auditioncertificate_snl_3747_11_144v	object.audition_certificate_number	
auditioncertificate_snl_3747_11_144v	object.catalog	FMMU 50/51 لم تفهرس
auditioncertificate_snl_3747_11_144v	object.classmark	3747/11
auditioncertificate_snl_3747_11_144v	object.folio_number	144v
auditioncertificate_snl_3747_11_144v	object.image_link	
auditioncertificate_snl_3747_11_144v	object.library	SNL
auditioncertificate_snl_3747_11_144v	object.manuscript_link	None
auditioncertificate_snl_3744_2_15v_n_4	characteristics.copy	False
auditioncertificate_snl_3744_2_15v_n_4	characteristics.type	qira
auditioncertificate_snl_3744_2_15v_n_4	context.author_name	علي بن الحسن بن هبة الله الشافعي
auditioncertificate_snl_3744_2_15v_n_4	context.author_viaf	None
auditioncertificate_snl_3744_2_15v_n_4	context.work_title	التوبة
auditioncertificate_snl_3744_2_15v_n_4	edit.amended_by	None
auditioncertificate_snl_3744_2_15v_n_4	edit.editor	Said Aljoumani
auditioncertificate_snl_3744_2_15v_n_4	edit.status	wip
auditioncertificate_snl_3744_2_15v_n_4	object.audition_certificate_number	N. 4
auditioncertificate_snl_3744_2_15v_n_4	object.catalog	FMMU 33
auditioncertificate_snl_3744_2_15v_n_4	object.classmark	3744/2
auditioncertificate_snl_3744_2_15v_n_4	object.folio_number	15v
auditioncertificate_snl_3744_2_15v_n_4	object.image_link	
auditioncertificate_snl_3744_2_15v_n_4	object.library	SNL
auditioncertificate_snl_3744_2_15v_n_4	object.manuscript_link	None
auditioncertificate_snl_3753_6_77v	characteristics.copy	False
auditioncertificate_snl_3753_6_77v	characteristics.type	qira
auditioncertificate_snl_3753_6_77v	context.author_name	القاسم بن المفضل بن أحمد الثقفي الأصبهاني
auditioncertificate_snl_3753_6_77v	context.author_viaf	None
auditioncertificate_snl_3753_6_77v	context.work_title	الفوائد العوالي المنتقاة
auditioncertificate_snl_3753_6_77v	edit.amended_by	None
auditioncertificate_snl_3753_6_77v	edit.editor	Said Aljoumani
auditioncertificate_snl_3753_6_77v	edit.status	wip
auditioncertificate_snl_3753_6_77v	object.audition_certificate_number	
auditioncertificate_snl_3753_6_77v	object.catalog	FMMU 72
auditioncertificate_snl_3753_6_77v	object.classmark	3753/6
auditioncertificate_snl_3753_6_77v	object.folio_number	77v
auditioncertificate_snl_3753_6_77v	object.image_link	
auditioncertificate_snl_3753_6_77v	object.library	SNL
auditioncertificate_snl_3753_6_77v	object.manuscript_link	None
auditioncertificate_snl_3755_1_1v	characteristics.copy	False
auditioncertificate_snl_3755_1_1v	characteristics.type	qira
auditioncertificate_snl_3755_1_1v	context.author_name	إسماعيل بن محمد بن إسماعيل الصفار البلخي
auditioncertificate_snl_3755_1_1v	context.author_viaf	None
auditioncertificate_snl_3755_1_1v	context.work_title	حديث محمد بن سنان القزاز عن شيوخه
auditioncertificate_snl_3755_1_1v	edit.amended_by	None
auditioncertificate_snl_3755_1_1v	edit.editor	Said Aljoumani
auditioncertificate_snl_3755_1_1v	edit.status	wip
auditioncertificate_snl_3755_1_1v	object.audition_certificate_number	
auditioncertificate_snl_3755_1_1v	object.catalog	FMMU 82
auditioncertificate_snl_3755_1_1v	object.classmark	3755/1
auditioncertificate_snl_3755_1_1v	object.folio_number	1v
auditioncertificate_snl_3755_1_1v	object.image_link	
auditioncertificate_snl_3755_1_1v	object.library	SNL
auditioncertificate_snl_3755_1_1v	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_983_29v_n_3	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_983_29v_n_3	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_983_29v_n_3	context.author_name	None
auditioncertificate_bnf_suppl_turc_983_29v_n_3	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_983_29v_n_3	context.work_title	جزء منتقا من الأحاديث الحسان
auditioncertificate_bnf_suppl_turc_983_29v_n_3	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_983_29v_n_3	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_983_29v_n_3	edit.status	wip
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.audition_certificate_number	N. 3
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.catalog	None
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.classmark	Suppl Turc 983
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.folio_number	29v
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f32.highres
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.library	BNF
auditioncertificate_bnf_suppl_turc_983_29v_n_3	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f32.item.r=%22turc%20983%22.zoom
auditioncertificate_snl_3760_4_43v_n_1	characteristics.copy	True
auditioncertificate_snl_3760_4_43v_n_1	characteristics.note	
auditioncertificate_snl_3760_4_43v_n_1	characteristics.type	qira
auditioncertificate_snl_3760_4_43v_n_1	context.author_name	الحسين بن إسماعيل المحاملي
auditioncertificate_snl_3760_4_43v_n_1	context.author_viaf	None
auditioncertificate_snl_3760_4_43v_n_1	context.work_title	أمالي المحاملي  ج4
auditioncertificate_snl_3760_4_43v_n_1	edit.amended_by	None
auditioncertificate_snl_3760_4_43v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3760_4_43v_n_1	edit.status	wip
auditioncertificate_snl_3760_4_43v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3760_4_43v_n_1	object.catalog	FMMU 112
auditioncertificate_snl_3760_4_43v_n_1	object.classmark	3760/4
auditioncertificate_snl_3760_4_43v_n_1	object.folio_number	43v
auditioncertificate_snl_3760_4_43v_n_1	object.library	SNL
auditioncertificate_snl_3760_4_43v_n_1	object.manuscript_link	None
auditioncertificate_snl_3760_3_40v_n_3	characteristics.copy	True
auditioncertificate_snl_3760_3_40v_n_3	characteristics.note	
auditioncertificate_snl_3760_3_40v_n_3	characteristics.type	qira
auditioncertificate_snl_3760_3_40v_n_3	context.author_name	الحسين بن إسماعيل المحاملي
auditioncertificate_snl_3760_3_40v_n_3	context.author_viaf	None
auditioncertificate_snl_3760_3_40v_n_3	context.work_title	أمالي المحاملي  ج3
auditioncertificate_snl_3760_3_40v_n_3	edit.amended_by	None
auditioncertificate_snl_3760_3_40v_n_3	edit.editor	Said Aljoumani
auditioncertificate_snl_3760_3_40v_n_3	edit.status	wip
auditioncertificate_snl_3760_3_40v_n_3	object.audition_certificate_number	N. 3
auditioncertificate_snl_3760_3_40v_n_3	object.catalog	FMMU 111
auditioncertificate_snl_3760_3_40v_n_3	object.classmark	3760/3
auditioncertificate_snl_3760_3_40v_n_3	object.folio_number	40v
auditioncertificate_snl_3760_3_40v_n_3	object.library	SNL
auditioncertificate_snl_3760_3_40v_n_3	object.manuscript_link	None
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	characteristics.copy	True
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	characteristics.type	qira
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	edit.amended_by	None
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	edit.editor	Said Aljoumani
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	edit.status	wip
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.audition_certificate_number	N. 3
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.classmark	Wetzstein II 1712
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.folio_number	118r
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.image_link	
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.library	Stabi
auditioncertificate_stabi_wetzstein_ii_1712_118r_n_3	object.manuscript_link	None
auditioncertificate_snl_3753_2_35v_n_5	characteristics.copy	False
auditioncertificate_snl_3753_2_35v_n_5	characteristics.type	qira
auditioncertificate_snl_3753_2_35v_n_5	context.author_name	الحسين بن محمد بن إبراهيم الحنائي
auditioncertificate_snl_3753_2_35v_n_5	context.author_viaf	None
auditioncertificate_snl_3753_2_35v_n_5	context.work_title	فوائد أبي القاسم الحنائي
auditioncertificate_snl_3753_2_35v_n_5	edit.amended_by	None
auditioncertificate_snl_3753_2_35v_n_5	edit.editor	Said Aljoumani
auditioncertificate_snl_3753_2_35v_n_5	edit.status	wip
auditioncertificate_snl_3753_2_35v_n_5	object.audition_certificate_number	N. 5
auditioncertificate_snl_3753_2_35v_n_5	object.catalog	FMMU 70
auditioncertificate_snl_3753_2_35v_n_5	object.classmark	3753/2
auditioncertificate_snl_3753_2_35v_n_5	object.folio_number	35v
auditioncertificate_snl_3753_2_35v_n_5	object.image_link	
auditioncertificate_snl_3753_2_35v_n_5	object.library	SNL
auditioncertificate_snl_3753_2_35v_n_5	object.manuscript_link	None
auditioncertificate_snl_3755_21_268_n_3	characteristics.copy	True
auditioncertificate_snl_3755_21_268_n_3	characteristics.type	qira
auditioncertificate_snl_3755_21_268_n_3	context.author_name	زكريا بن يحيى بن أسد المروزي
auditioncertificate_snl_3755_21_268_n_3	context.author_viaf	None
auditioncertificate_snl_3755_21_268_n_3	context.work_title	أحاديث سفيان بن عيينة
auditioncertificate_snl_3755_21_268_n_3	edit.amended_by	None
auditioncertificate_snl_3755_21_268_n_3	edit.editor	Said Aljoumani
auditioncertificate_snl_3755_21_268_n_3	edit.status	wip
auditioncertificate_snl_3755_21_268_n_3	object.audition_certificate_number	N. 3
auditioncertificate_snl_3755_21_268_n_3	object.catalog	FMMU 88
auditioncertificate_snl_3755_21_268_n_3	object.classmark	3755/21
auditioncertificate_snl_3755_21_268_n_3	object.folio_number	268
auditioncertificate_snl_3755_21_268_n_3	object.image_link	
auditioncertificate_snl_3755_21_268_n_3	object.library	SNL
auditioncertificate_snl_3755_21_268_n_3	object.manuscript_link	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	characteristics.copy	False
auditioncertificate_stabi_sprenger_96a_41v_n_1	characteristics.type	qira
auditioncertificate_stabi_sprenger_96a_41v_n_1	context.author_name	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	context.author_viaf	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	context.work_title	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	edit.amended_by	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_96a_41v_n_1	edit.status	wip
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.catalog	None
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.classmark	Sprenger 96a
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.folio_number	41v
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.library	Stabi
auditioncertificate_stabi_sprenger_96a_41v_n_1	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_984_28v_n_9	characteristics.copy	True
auditioncertificate_bnf_suppl_turc_984_28v_n_9	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_984_28v_n_9	context.author_name	أحمد بن عمير بن جوصا الدمشقي 
auditioncertificate_bnf_suppl_turc_984_28v_n_9	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_984_28v_n_9	context.work_title	جزء ابن جوصا 
auditioncertificate_bnf_suppl_turc_984_28v_n_9	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_984_28v_n_9	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_984_28v_n_9	edit.status	wip
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.audition_certificate_number	N. 9
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.catalog	None
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.classmark	Suppl Turc 984
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.folio_number	28v
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082841z/f30.highres
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.library	BNF
auditioncertificate_bnf_suppl_turc_984_28v_n_9	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082841z/f30.item.r=%22turc%20984%22
auditioncertificate_snl_3754_18_198r_n_2	characteristics.copy	False
auditioncertificate_snl_3754_18_198r_n_2	characteristics.type	qira
auditioncertificate_snl_3754_18_198r_n_2	context.author_name	محمد بن أحمد بن إسماعيل ابن سمعون الواعظ
auditioncertificate_snl_3754_18_198r_n_2	context.author_viaf	None
auditioncertificate_snl_3754_18_198r_n_2	context.work_title	أمالي ابن سمعون
auditioncertificate_snl_3754_18_198r_n_2	edit.amended_by	None
auditioncertificate_snl_3754_18_198r_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3754_18_198r_n_2	edit.status	wip
auditioncertificate_snl_3754_18_198r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3754_18_198r_n_2	object.catalog	FMMU 80
auditioncertificate_snl_3754_18_198r_n_2	object.classmark	3754/18
auditioncertificate_snl_3754_18_198r_n_2	object.folio_number	198r
auditioncertificate_snl_3754_18_198r_n_2	object.library	SNL
auditioncertificate_snl_3754_18_198r_n_2	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	characteristics.copy	False
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	characteristics.type	qira
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	edit.amended_by	None
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	edit.editor	Said Aljoumani
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	edit.status	wip
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.classmark	Ms. orient. A 613
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.folio_number	80v
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.image_link	
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.library	Gotha
auditioncertificate_gotha_ms_orient_a_613_80v_n_2	object.manuscript_link	None
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	characteristics.copy	False
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	characteristics.type	qira
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	edit.amended_by	None
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	edit.editor	Said Aljoumani
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	edit.status	wip
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.classmark	Wetzstein II 1326
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.folio_number	244r
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.image_link	
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.library	Stabi
auditioncertificate_stabi_wetzstein_ii_1326_244r_n_1	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB0000FA1600000491
auditioncertificate_snl_3753_2_31r	characteristics.copy	False
auditioncertificate_snl_3753_2_31r	characteristics.type	qira
auditioncertificate_snl_3753_2_31r	context.author_name	الحسين بن محمد بن إبراهيم الحنائي
auditioncertificate_snl_3753_2_31r	context.author_viaf	None
auditioncertificate_snl_3753_2_31r	context.work_title	فوائد أبي القاسم الحنائي
auditioncertificate_snl_3753_2_31r	edit.amended_by	None
auditioncertificate_snl_3753_2_31r	edit.editor	Said Aljoumani
auditioncertificate_snl_3753_2_31r	edit.status	wip
auditioncertificate_snl_3753_2_31r	object.audition_certificate_number	
auditioncertificate_snl_3753_2_31r	object.catalog	FMMU 70
auditioncertificate_snl_3753_2_31r	object.classmark	3753/2
auditioncertificate_snl_3753_2_31r	object.folio_number	31r
auditioncertificate_snl_3753_2_31r	object.image_link	
auditioncertificate_snl_3753_2_31r	object.library	SNL
auditioncertificate_snl_3753_2_31r	object.manuscript_link	None
auditioncertificate_snl_3757_8_125v_n_1	characteristics.copy	False
auditioncertificate_snl_3757_8_125v_n_1	characteristics.type	qira
auditioncertificate_snl_3757_8_125v_n_1	context.author_name	عبد الرحمن بن أبي شريح الأنصاري
auditioncertificate_snl_3757_8_125v_n_1	context.author_viaf	None
auditioncertificate_snl_3757_8_125v_n_1	context.work_title	المائة الشريحية
auditioncertificate_snl_3757_8_125v_n_1	edit.amended_by	None
auditioncertificate_snl_3757_8_125v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_8_125v_n_1	edit.status	wip
